Date,Place,Item,Quantity,Price,Category
12/24/2022,Glomark,Measuring pitcher,1,310,Grocery
10/10/2022,Glomark,Thermometer,1,200,Grocery
7/6/2022,Glomark,Cooking twine,1,430,Grocery
8/17/2022,Glomark,Meat tenderizer,1,440,Grocery
8/26/2022,Glomark,Garlic press,1,1060,Grocery
12/16/2022,Glomark,Potato peeler,1,290,Grocery
12/1/2022,Glomark,Can opener,1,210,Grocery
1/21/2023,Glomark,Bottle opener,1,1160,Grocery
10/6/2022,Glomark,Wine opener,1,490,Grocery
10/8/2022,Glomark,Corkscrew,1,180,Grocery
6/29/2022,Glomark,Kitchen shears,1,780,Grocery
1/3/2023,Glomark,Ladle,1,910,Grocery
12/23/2022,Glomark,Slotted spoon,1,1350,Grocery
10/13/2022,Glomark,Solid spoon,1,770,Grocery
12/8/2022,Glomark,Spatula set,1,1280,Grocery
11/11/2022,Glomark,Tongs,1,820,Grocery
9/17/2022,Glomark,Whisk set,1,540,Grocery
11/13/2022,Glomark,Grater,1,400,Grocery
10/27/2022,Glomark,Cheese slicer,1,630,Grocery
1/23/2023,Glomark,Vegetable peeler,1,1200,Grocery
8/12/2022,Glomark,Mandoline slicer,1,790,Grocery
6/6/2022,Glomark,Pizza cutter,1,890,Grocery
9/27/2022,Glomark,Ice cream scoop,1,530,Grocery
11/2/2022,Glomark,Serving utensils,1,500,Grocery
9/23/2022,Glomark,Salad spinner,1,990,Grocery
9/3/2022,Glomark,Colander,1,510,Grocery
12/22/2022,Glomark,Strainer,1,1290,Grocery
6/11/2022,Glomark,Mixing spoon,1,460,Grocery
9/24/2022,Glomark,Basting brush,1,450,Grocery
9/19/2022,Glomark,Pastry scraper,1,790,Grocery
11/21/2022,Glomark,Pastry cutter,1,1300,Grocery
7/23/2022,Glomark,Rolling pin rings,1,1330,Grocery
1/3/2023,Glomark,Cooling rack,1,570,Grocery
1/11/2023,Glomark,Pie weights,1,610,Grocery
9/5/2022,Glomark,Piping bag,1,1000,Grocery
7/11/2022,Glomark,Piping tips,1,870,Grocery
8/16/2022,Glomark,Cake stand,1,1370,Grocery
7/31/2022,Glomark,Cupcake stand,1,1100,Grocery
1/13/2023,Glomark,Decorating set,1,1310,Grocery
9/21/2022,Glomark,Decorating turntable,1,1000,Grocery
11/3/2022,Glomark,Bread box,1,1190,Grocery
9/3/2022,Glomark,Canister set,1,880,Grocery
6/23/2022,Glomark,Kitchen towel,1,880,Grocery
12/13/2022,Glomark,Dish towels,1,930,Grocery
10/15/2022,Glomark,Oven gloves,1,1040,Grocery
1/19/2023,Glomark,Pot holders,1,110,Grocery
12/19/2022,Glomark,Dish rack,1,220,Grocery
1/10/2023,Glomark,Sink mat,1,1320,Grocery
11/9/2022,Glomark,Drain board,1,610,Grocery
6/8/2022,Glomark,Sponge holder,1,240,Grocery
7/21/2022,Glomark,Soap dispenser,1,230,Grocery
7/27/2022,Glomark,Dish brush,1,320,Grocery
10/31/2022,Glomark,Bottle brush,1,1440,Grocery
6/8/2022,Glomark,Dish soap,1,910,Grocery
8/3/2022,Glomark,Dishwasher detergent,1,390,Grocery
11/22/2022,Glomark,Garbage bags,1,960,Grocery
12/17/2022,Glomark,Recycling bin,1,930,Grocery
8/31/2022,Glomark,Compost bin,1,260,Grocery
12/26/2022,Glomark,Paper towels,1,470,Grocery
9/12/2022,Glomark,Napkin holder,1,450,Grocery
7/11/2022,Glomark,Paper towel holder,1,1410,Grocery
12/19/2022,Glomark,Kitchen organization bins,1,250,Grocery
6/11/2022,Glomark,Cabinet organizers,1,620,Grocery
10/6/2022,Glomark,Drawer organizers,1,1010,Grocery
12/19/2022,Glomark,Spice rack,1,1380,Grocery
6/28/2022,Glomark,Cookbook stand,1,920,Grocery
8/21/2022,Glomark,Kitchen timer,1,1280,Grocery
12/25/2022,Glomark,Measuring timer,1,340,Grocery
1/25/2023,Glomark,Wall clock,1,1180,Grocery
8/17/2022,Glomark,Kitchen calendar,1,1420,Grocery
12/3/2022,Glomark,Magnetic refrigerator organizer,1,800,Grocery
12/25/2022,Glomark,Knife block,1,280,Grocery
12/30/2022,Glomark,Utensil holder,1,390,Grocery
10/4/2022,Glomark,Wine rack,1,1080,Grocery
12/13/2022,Glomark,Stemware rack,1,250,Grocery
11/9/2022,Glomark,Bar tools,1,700,Grocery
9/7/2022,Glomark,Cocktail shaker,1,980,Grocery
8/3/2022,Glomark,Ice bucket,1,1350,Grocery
8/22/2022,Glomark,Wine stopper,1,1060,Grocery
6/22/2022,Glomark,Wine aerator,1,1260,Grocery
12/16/2022,Glomark,Wine pourer,1,870,Grocery
1/7/2023,Glomark,Wine preserver,1,800,Grocery
11/13/2022,Glomark,Wine glass charms,1,560,Grocery
9/6/2022,Glomark,Bottle stoppers,1,300,Grocery
7/24/2022,Glomark,Dishwasher,1,400,Grocery
11/23/2022,Glomark,Refrigerator,1,970,Grocery
6/14/2022,Glomark,Freezer,1,580,Grocery
6/6/2022,Glomark,Wine fridge,1,600,Grocery
12/3/2022,Glomark,Beverage fridge,1,550,Grocery
10/27/2022,Glomark,Microwave,1,470,Grocery
8/19/2022,Glomark,Toaster,1,450,Grocery
10/28/2022,Glomark,Toaster oven,1,590,Grocery
1/5/2023,Glomark,Slow cooker,1,1430,Grocery
1/14/2023,Glomark,Rice cooker,1,530,Grocery
11/10/2022,Glomark,Pressure cooker,1,420,Grocery
8/23/2022,Glomark,Instant Pot,1,1210,Grocery
7/21/2022,Glomark,Air fryer,1,1150,Grocery
10/25/2022,Glomark,Deep fryer,1,790,Grocery
10/7/2022,Glomark,Popcorn maker,1,810,Grocery
9/12/2022,Glomark,Electric grill,1,660,Grocery
12/29/2022,Glomark,Indoor grill,1,1170,Grocery
7/23/2022,Glomark,Outdoor grill,1,100,Grocery
1/7/2023,Glomark,Smoker,1,990,Grocery
12/10/2022,Glomark,Meat thermometer,1,1050,Grocery
9/30/2022,Glomark,Kitchen timer,1,720,Grocery
9/13/2022,Glomark,Cutting board,1,290,Grocery
9/30/2022,Glomark,Knife set,1,1110,Grocery
9/18/2022,Glomark,Knife sharpener,1,600,Grocery
12/3/2022,Glomark,Scissors,1,680,Grocery
8/14/2022,Glomark,Measuring cups,1,350,Grocery
12/28/2022,Glomark,Measuring spoons,1,1460,Grocery
9/5/2022,Glomark,Mixing spoons,1,1190,Grocery
11/17/2022,Glomark,Whisk,1,750,Grocery
8/27/2022,Glomark,Spatula,1,150,Grocery
9/20/2022,Glomark,Ladle,1,570,Grocery
6/19/2022,Glomark,Tongs,1,220,Grocery
10/14/2022,Glomark,Can opener,1,280,Grocery
1/11/2023,Glomark,Bottle opener,1,1220,Grocery
6/9/2022,Glomark,Corkscrew,1,120,Grocery
10/21/2022,Glomark,Peeler,1,1380,Grocery
9/24/2022,Glomark,Garlic press,1,1370,Grocery
10/21/2022,Glomark,Grater,1,360,Grocery
6/23/2022,Glomark,Zester,1,330,Grocery
8/27/2022,Glomark,Potato masher,1,460,Grocery
1/12/2023,Glomark,Egg slicer,1,340,Grocery
7/2/2022,Glomark,Colander,1,1450,Grocery
6/25/2022,Glomark,Strainer,1,1000,Grocery
9/19/2022,Glomark,Salad spinner,1,790,Grocery
6/20/2022,Glomark,Rolling pin,1,120,Grocery
6/5/2022,Glomark,Pastry brush,1,160,Grocery
12/2/2022,Glomark,Pastry cutter,1,430,Grocery
8/4/2022,Glomark,Pastry bag,1,500,Grocery
7/5/2022,Glomark,Cookie cutters,1,630,Grocery
7/30/2022,Glomark,Oven mitts,1,120,Grocery
9/21/2022,Glomark,Pot holders,1,450,Grocery
10/8/2022,Glomark,Apron,1,700,Grocery
11/23/2022,Glomark,Kitchen towels,1,570,Grocery
6/26/2022,Glomark,Dish towels,1,870,Grocery
11/24/2022,Glomark,Dish soap,1,1420,Grocery
10/14/2022,Glomark,Dish rack,1,670,Grocery
11/16/2022,Glomark,Trash can,1,1340,Grocery
7/21/2022,Glomark,Recycling bin,1,230,Grocery
9/6/2022,Glomark,Compost bin,1,1330,Grocery
11/13/2022,Glomark,Paper towels,1,190,Grocery
6/5/2022,Glomark,Napkins,1,680,Grocery
12/21/2022,Glomark,Placemats,1,770,Grocery
10/5/2022,Glomark,Tablecloth,1,380,Grocery
10/9/2022,Glomark,Serving utensils,1,1070,Grocery
7/6/2022,Glomark,Ice bucket,1,220,Grocery
8/16/2022,Glomark,Wine glasses,1,240,Grocery
1/19/2023,Glomark,Champagne flutes,1,1040,Grocery
10/15/2022,Glomark,Beer glasses,1,1260,Grocery
10/23/2022,Glomark,Martini glasses,1,1170,Grocery
8/2/2022,Glomark,Highball glasses,1,1120,Grocery
11/23/2022,Glomark,Shot glasses,1,910,Grocery
7/16/2022,Glomark,Cocktail shaker,1,830,Grocery
12/25/2022,Glomark,Ice cube trays,1,490,Grocery
6/6/2022,Glomark,Wine opener,1,640,Grocery
11/18/2022,Glomark,Wine stopper,1,1050,Grocery
6/21/2022,Glomark,Bottle stopper,1,310,Grocery
10/21/2022,Glomark,Decanter,1,990,Grocery
1/22/2023,Glomark,Coasters,1,1090,Grocery
12/6/2022,Glomark,Bar cart,1,520,Grocery
10/3/2022,Glomark,Bar tools,1,1280,Grocery
8/22/2022,Glomark,Wine rack,1,690,Grocery
8/17/2022,Glomark,Liquor cabinet,1,750,Grocery
12/27/2022,Glomark,Ice maker,1,840,Grocery
6/28/2022,Glomark,Cheese grater,1,200,Grocery
8/1/2022,Glomark,Cheese slicer,1,110,Grocery
7/7/2022,Glomark,Cheese board set,1,570,Grocery
9/4/2022,Glomark,Charcuterie board,1,590,Grocery
8/8/2022,Glomark,Cutting board oil,1,410,Grocery
9/1/2022,Glomark,Kitchen shears,1,1300,Grocery
1/23/2023,Glomark,Magnetic knife strip,1,1300,Grocery
12/8/2022,Glomark,Salt and pepper shakers,1,200,Grocery
12/1/2022,Glomark,Spice rack,1,1210,Grocery
10/15/2022,Glomark,Spice grinder,1,850,Grocery
9/4/2022,Glomark,Oil and vinegar dispenser,1,1360,Grocery
7/2/2022,Glomark,Honey dipper,1,1220,Grocery
7/30/2022,Glomark,Butter dish,1,100,Grocery
10/30/2022,Glomark,Creamer,1,1250,Grocery
7/6/2022,Glomark,Sugar bowl,1,1150,Grocery
7/18/2022,Glomark,Tea box,1,1030,Grocery
12/30/2022,Glomark,Tea infuser spoon,1,280,Grocery
6/29/2022,Glomark,Tea strainer,1,1420,Grocery
10/29/2022,Glomark,Tea bag holder,1,1480,Grocery
7/4/2022,Glomark,Tea bag squeezer,1,660,Grocery
6/12/2022,Glomark,Tea cup set,1,680,Grocery
8/9/2022,Glomark,Tea pot set,1,1160,Grocery
7/15/2022,Glomark,Coffee bean grinder,1,190,Grocery
12/12/2022,Glomark,Coffee scoop,1,1460,Grocery
12/15/2022,Glomark,Coffee mug set,1,1270,Grocery
8/19/2022,Glomark,Coffee storage container,1,880,Grocery
1/8/2023,Glomark,Coffee filter,1,590,Grocery
10/10/2022,Glomark,Coffee stirrer,1,1060,Grocery
1/16/2023,Glomark,Coffee carafe,1,1210,Grocery
12/5/2022,Glomark,Espresso cups,1,1450,Grocery
6/21/2022,Glomark,Espresso tamper,1,640,Grocery
6/26/2022,Glomark,Milk pitcher,1,650,Grocery
1/1/2023,Glomark,Sugar shaker,1,930,Grocery
10/6/2022,Glomark,Coffee table,1,470,Grocery
10/22/2022,Glomark,Sofa,1,1060,Grocery
10/13/2022,Glomark,Armchair,1,160,Grocery
10/13/2022,Glomark,Ottoman,1,1470,Grocery
6/10/2022,Glomark,Coffee table book,1,1180,Grocery
12/15/2022,Glomark,Throw blanket,1,150,Grocery
9/29/2022,Glomark,Decorative pillow,1,1010,Grocery
1/8/2023,Glomark,Wall art,1,450,Grocery
12/17/2022,Glomark,Picture frame,1,1380,Grocery
8/24/2022,Glomark,Vase,1,1080,Grocery
11/5/2022,Glomark,Candle holder,1,670,Grocery
1/13/2023,Glomark,Candles,1,390,Grocery
9/13/2022,Glomark,Incense,1,230,Grocery
7/25/2022,Glomark,Diffuser,1,570,Grocery
10/4/2022,Glomark,Potpourri,1,500,Grocery
11/11/2022,Glomark,Scented oils,1,1100,Grocery
10/28/2022,Glomark,Room spray,1,420,Grocery
11/9/2022,Glomark,Rug,1,730,Grocery
12/27/2022,Glomark,Curtains,1,1460,Grocery
6/17/2022,Glomark,Blinds,1,680,Grocery
9/16/2022,Glomark,Shades,1,1390,Grocery
11/2/2022,Glomark,Plant,1,120,Grocery
10/2/2022,Glomark,Planter,1,1300,Grocery
1/9/2023,Glomark,Terrarium,1,1440,Grocery
6/28/2022,Glomark,Artificial flowers,1,580,Grocery
10/26/2022,Glomark,Decorative tray,1,1050,Grocery
11/30/2022,Glomark,Decorative bowl,1,320,Grocery
9/3/2022,Glomark,Decorative plate,1,300,Grocery
6/6/2022,Glomark,Coasters,1,1180,Grocery
6/16/2022,Glomark,Napkin rings,1,940,Grocery
8/10/2022,Glomark,Table runner,1,950,Grocery
9/18/2022,Glomark,Placemats,1,350,Grocery
7/3/2022,Glomark,Place card holders,1,1140,Grocery
6/3/2022,Glomark,Charger plates,1,1230,Grocery
10/29/2022,Glomark,Centerpiece,1,450,Grocery
9/25/2022,Glomark,Candlesticks,1,900,Grocery
1/14/2023,Glomark,Flatware,1,1410,Grocery
9/16/2022,Glomark,Dinnerware set,1,990,Grocery
12/15/2022,Glomark,Salad plates,1,830,Grocery
6/19/2022,Glomark,Soup bowls,1,440,Grocery
1/19/2023,Glomark,Dessert plates,1,1110,Grocery
1/9/2023,Glomark,Mugs,1,890,Grocery
7/15/2022,Glomark,Glassware,1,300,Grocery
9/1/2022,Glomark,Wine glasses,1,520,Grocery
7/7/2022,Glomark,Champagne flutes,1,780,Grocery
8/16/2022,Glomark,Beer glasses,1,610,Grocery
11/12/2022,Glomark,Highball glasses,1,110,Grocery
6/23/2022,Glomark,Shot glasses,1,220,Grocery
1/22/2023,Glomark,Tumblers,1,330,Grocery
8/4/2022,Glomark,Juice glasses,1,410,Grocery
11/10/2022,Glomark,Pitcher,1,510,Grocery
8/25/2022,Glomark,Serving platter,1,530,Grocery
9/24/2022,Glomark,Serving bowl,1,1090,Grocery
9/23/2022,Glomark,Cheese board,1,1020,Grocery
6/8/2022,Glomark,Cheese knives,1,830,Grocery
8/17/2022,Glomark,Cheese markers,1,1470,Grocery
12/21/2022,Glomark,Cake stand,1,710,Grocery
8/19/2022,Glomark,Pastry server,1,910,Grocery
11/26/2022,Glomark,Salad tongs,1,200,Grocery
9/5/2022,Glomark,Salad spinner,1,1290,Grocery
12/18/2022,Glomark,Gravy boat,1,360,Grocery
9/23/2022,Glomark,Salt and pepper shakers,1,310,Grocery
12/25/2022,Glomark,Condiment set,1,300,Grocery
7/18/2022,Glomark,Butter dish,1,1110,Grocery
10/11/2022,Glomark,Creamer,1,890,Grocery
12/14/2022,Glomark,Sugar bowl,1,270,Grocery
12/10/2022,Glomark,Tea pot,1,1470,Grocery
9/15/2022,Glomark,Tea cups,1,690,Grocery
9/4/2022,Glomark,Tea infuser,1,1070,Grocery
10/10/2022,Glomark,Coffee pot,1,1260,Grocery
7/20/2022,Glomark,Coffee mugs,1,1150,Grocery
11/16/2022,Glomark,Coffee creamer,1,180,Grocery
12/31/2022,Glomark,Coffee sugar bowl,1,1350,Grocery
7/7/2022,Glomark,Espresso cups,1,1400,Grocery
11/8/2022,Glomark,Espresso machine,1,1010,Grocery
8/16/2022,Glomark,Milk frother,1,960,Grocery
12/12/2022,Glomark,Blender,1,570,Grocery
6/14/2022,Glomark,Food processor,1,390,Grocery
7/28/2022,Glomark,Hand mixer,1,570,Grocery
7/18/2022,Glomark,Stand mixer,1,1250,Grocery
10/12/2022,Glomark,Juicer,1,550,Grocery
7/6/2022,Glomark,Slow cooker,1,1040,Grocery
9/19/2022,Glomark,Pressure cooker,1,1310,Grocery
9/23/2022,Glomark,Instant Pot,1,1130,Grocery
10/31/2022,Glomark,Rice cooker,1,1020,Grocery
12/1/2022,Glomark,Toaster,1,200,Grocery
8/21/2022,Glomark,Toaster oven,1,140,Grocery
7/17/2022,Glomark,Microwave,1,1310,Grocery
11/7/2022,Glomark,Electric kettle,1,1260,Grocery
10/31/2022,Glomark,Waffle maker,1,630,Grocery
7/5/2022,Glomark,Pancake griddle,1,420,Grocery
8/24/2022,Glomark,Electric grill,1,200,Grocery
10/30/2022,Glomark,Indoor grill,1,1330,Grocery
1/9/2023,Glomark,Outdoor grill,1,930,Grocery
8/19/2022,Glomark,Smoker,1,1460,Grocery
6/6/2022,Glomark,Meat thermometer,1,100,Grocery
11/30/2022,Glomark,Kitchen scale,1,800,Grocery
7/5/2022,Glomark,Cutting board,1,450,Grocery
8/31/2022,Glomark,Knife set,1,880,Grocery
9/22/2022,Glomark,Knife sharpener,1,380,Grocery
9/18/2022,Glomark,Scissors,1,150,Grocery
11/10/2022,Glomark,Measuring cups,1,500,Grocery
10/24/2022,Glomark,Measuring spoons,1,540,Grocery
1/23/2023,Glomark,Mixing bowls,1,690,Grocery
12/2/2022,Glomark,Mixing spoons,1,1440,Grocery
7/21/2022,Glomark,Whisk,1,840,Grocery
11/17/2022,Glomark,Spatula,1,1040,Grocery
7/23/2022,Glomark,Ladle,1,260,Grocery
11/30/2022,Glomark,Tongs,1,1120,Grocery
11/24/2022,Glomark,Can opener,1,370,Grocery
12/25/2022,Glomark,Bottle opener,1,160,Grocery
8/3/2022,Glomark,Corkscrew,1,280,Grocery
11/23/2022,Glomark,Vegetable peeler,1,750,Grocery
1/22/2023,Glomark,Garlic press,1,810,Grocery
8/25/2022,Glomark,Grater,1,1280,Grocery
1/9/2023,Glomark,Zester,1,1140,Grocery
1/15/2023,Glomark,Potato masher,1,760,Grocery
11/23/2022,Glomark,Egg slicer,1,680,Grocery
1/11/2023,Glomark,Colander,1,740,Grocery
10/2/2022,Glomark,Strainer,1,970,Grocery
7/30/2022,Glomark,Salad spinner,1,320,Grocery
6/19/2022,Glomark,Rolling pin,1,390,Grocery
10/23/2022,Glomark,Pastry brush,1,720,Grocery
7/29/2022,Glomark,Baking sheet,1,1050,Grocery
8/7/2022,Glomark,Cake pan,1,530,Grocery
1/9/2023,Glomark,Loaf pan,1,690,Grocery
9/23/2022,Glomark,Muffin pan,1,820,Grocery
1/15/2023,Glomark,Pie pan,1,110,Grocery
12/31/2022,Glomark,Pizza stone,1,1110,Grocery
7/5/2022,Glomark,Pizza cutter,1,1070,Grocery
7/3/2022,Glomark,Cookie sheet,1,940,Grocery
12/28/2022,Glomark,Cookie cutter,1,720,Grocery
11/7/2022,Glomark,Cooling rack,1,630,Grocery
11/12/2022,Glomark,Oven mitts,1,1150,Grocery
7/12/2022,Glomark,Apron,1,740,Grocery
7/20/2022,Glomark,Pot holder,1,630,Grocery
11/20/2022,Glomark,Dish towels,1,560,Grocery
7/27/2022,Glomark,Dish rack,1,180,Grocery
12/31/2022,Glomark,Dish scrubber,1,710,Grocery
12/20/2022,Glomark,Dish soap,1,250,Grocery
7/16/2022,Glomark,Sponge,1,610,Grocery
8/9/2022,Glomark,Trash can,1,480,Grocery
8/4/2022,Glomark,Trash bags,1,1040,Grocery
12/1/2022,Glomark,Recycling bin,1,330,Grocery
7/16/2022,Glomark,Cleaning spray,1,310,Grocery
12/6/2022,Glomark,All-purpose cleaner,1,1350,Grocery
8/17/2022,Glomark,Glass cleaner,1,1210,Grocery
6/12/2022,Glomark,Furniture polish,1,120,Grocery
6/28/2022,Glomark,Floor cleaner,1,630,Grocery
12/14/2022,Glomark,Broom,1,190,Grocery
10/2/2022,Glomark,Dustpan,1,390,Grocery
9/28/2022,Glomark,Mop,1,450,Grocery
6/16/2022,Glomark,Bucket,1,1450,Grocery
11/4/2022,Glomark,Vacuum cleaner,1,220,Grocery
12/31/2022,Glomark,Duster,1,1500,Grocery
7/23/2022,Glomark,Microfiber cloth,1,850,Grocery
9/30/2022,Glomark,Air freshener,1,300,Grocery
9/3/2022,Glomark,Laundry detergent,1,250,Grocery
11/18/2022,Glomark,Fabric softener,1,540,Grocery
6/3/2022,Glomark,Stain remover,1,290,Grocery
10/22/2022,Glomark,Bleach,1,1090,Grocery
1/12/2023,Glomark,Dryer sheets,1,610,Grocery
12/31/2022,Glomark,Iron,1,570,Grocery
11/24/2022,Glomark,Ironing board,1,640,Grocery
12/2/2022,Glomark,Clothes hangers,1,1000,Grocery
7/3/2022,Glomark,Shoe rack,1,1470,Grocery
11/13/2022,Glomark,Shoe horn,1,1240,Grocery
12/27/2022,Glomark,Shoe polish,1,140,Grocery
11/8/2022,Glomark,Umbrella,1,200,Grocery
9/9/2022,Glomark,Rain boots,1,590,Grocery
8/21/2022,Glomark,Winter boots,1,1070,Grocery
8/29/2022,Glomark,Flip-flops,1,160,Grocery
6/16/2022,Glomark,Sandals,1,700,Grocery
9/26/2022,Glomark,Sneakers,1,660,Grocery
12/10/2022,Glomark,Dress shoes,1,680,Grocery
12/2/2022,Glomark,High heels,1,630,Grocery
11/24/2022,Glomark,Slippers,1,1350,Grocery
1/6/2023,Glomark,Running shoes,1,820,Grocery
1/11/2023,Glomark,Backpack,1,230,Grocery
8/25/2022,Glomark,Tote bag,1,1350,Grocery
11/25/2022,Glomark,Messenger bag,1,1020,Grocery
11/9/2022,Glomark,Briefcase,1,1350,Grocery
10/21/2022,Glomark,Duffel bag,1,1080,Grocery
9/21/2022,Glomark,Luggage,1,420,Grocery
10/10/2022,Glomark,Carry-on bag,1,780,Grocery
7/29/2022,Glomark,Suitcase,1,840,Grocery
1/14/2023,Glomark,Travel adapter,1,800,Grocery
10/14/2022,Glomark,Passport holder,1,490,Grocery
6/30/2022,Glomark,Luggage tag,1,960,Grocery
10/29/2022,Glomark,Travel pillow,1,950,Grocery
6/15/2022,Glomark,Eye mask,1,1330,Grocery
1/24/2023,Glomark,Earplugs,1,550,Grocery
7/5/2022,Glomark,Neck pillow,1,1210,Grocery
11/15/2022,Glomark,Travel blanket,1,220,Grocery
10/30/2022,Glomark,First aid kit,1,1240,Grocery
11/27/2022,Glomark,Sunscreen,1,840,Grocery
10/15/2022,Glomark,Insect repellent,1,860,Grocery
6/19/2022,Glomark,Hand sanitizer,1,570,Grocery
8/29/2022,Glomark,Face mask,1,740,Grocery
7/11/2022,Glomark,Lip balm,1,1430,Grocery
11/15/2022,Glomark,Tissues,1,580,Grocery
7/7/2022,Glomark,Antibacterial wipes,1,860,Grocery
9/29/2022,Glomark,Travel-size toiletries,1,770,Grocery
9/1/2022,Glomark,Shampoo,1,100,Grocery
12/10/2022,Glomark,Conditioner,1,530,Grocery
10/13/2022,Glomark,Body wash,1,1450,Grocery
11/10/2022,Glomark,Face wash,1,1310,Grocery
10/6/2022,Glomark,Moisturizer,1,740,Grocery
9/15/2022,Glomark,Toothbrush,1,930,Grocery
10/26/2022,Glomark,Toothpaste,1,1490,Grocery
11/28/2022,Glomark,Dental floss,1,1110,Grocery
9/25/2022,Glomark,Mouthwash,1,1440,Grocery
12/5/2022,Glomark,Razor,1,810,Grocery
12/24/2022,Glomark,Shaving cream,1,670,Grocery
12/4/2022,Glomark,Deodorant,1,1450,Grocery
6/16/2022,Glomark,Perfume,1,800,Grocery
6/7/2022,Glomark,Cologne,1,1440,Grocery
9/25/2022,Glomark,Hairbrush,1,210,Grocery
1/12/2023,Glomark,Comb,1,640,Grocery
7/7/2022,Glomark,Hair ties,1,1440,Grocery
12/3/2022,Glomark,Bobby pins,1,1160,Grocery
9/23/2022,Glomark,Hair spray,1,450,Grocery
8/31/2022,Glomark,Hair gel,1,690,Grocery
6/7/2022,Glomark,Hair wax,1,880,Grocery
9/21/2022,Glomark,Hair oil,1,680,Grocery
11/22/2022,Glomark,Hair mask,1,140,Grocery
1/14/2023,Glomark,Hair dryer,1,180,Grocery
6/16/2022,Glomark,Curling iron,1,1340,Grocery
12/5/2022,Glomark,Flat iron,1,950,Grocery
1/11/2023,Glomark,Hair straightener,1,120,Grocery
8/5/2022,Glomark,Hair clippers,1,1280,Grocery
9/14/2022,Glomark,Beard trimmer,1,210,Grocery
12/15/2022,Glomark,Electric shaver,1,460,Grocery
9/27/2022,Glomark,Handheld mirror,1,290,Grocery
12/23/2022,Glomark,Bathrobe,1,270,Grocery
8/12/2022,Glomark,Towel,1,980,Grocery
10/25/2022,Glomark,Bath mat,1,250,Grocery
8/24/2022,Glomark,Shower curtain,1,620,Grocery
6/17/2022,Glomark,Bathroom scale,1,940,Grocery
12/5/2022,Glomark,Toilet brush,1,540,Grocery
1/23/2023,Glomark,Plunger,1,1480,Grocery
7/18/2022,Glomark,Toilet paper,1,140,Grocery
6/24/2022,Glomark,Soap dispenser,1,330,Grocery
8/4/2022,Glomark,Toothbrush holder,1,1130,Grocery
7/28/2022,Glomark,Soap dish,1,260,Grocery
6/18/2022,Glomark,Shower caddy,1,510,Grocery
6/18/2022,Glomark,Bath bombs,1,420,Grocery
7/24/2022,Glomark,Bubble bath,1,340,Grocery
9/30/2022,Glomark,Bath salts,1,310,Grocery
11/10/2022,Glomark,Body scrub,1,530,Grocery
7/29/2022,Glomark,Body lotion,1,980,Grocery
10/19/2022,Glomark,Body oil,1,1090,Grocery
9/6/2022,Glomark,Body butter,1,690,Grocery
1/17/2023,Glomark,Body mist,1,1090,Grocery
11/12/2022,Glomark,Body wash sponge,1,810,Grocery
7/28/2022,Glomark,Loofah,1,310,Grocery
9/3/2022,Glomark,Foot scrubber,1,470,Grocery
10/2/2022,Glomark,Pedicure kit,1,1030,Grocery
6/7/2022,Glomark,Nail clippers,1,1010,Grocery
6/6/2022,Glomark,Nail file,1,1490,Grocery
6/23/2022,Glomark,Cuticle pusher,1,1460,Grocery
7/17/2022,Glomark,Cuticle trimmer,1,1390,Grocery
1/21/2023,Glomark,Nail polish remover,1,420,Grocery
6/27/2022,Glomark,Cotton swabs,1,540,Grocery
11/24/2022,Glomark,Cotton balls,1,1050,Grocery
11/5/2022,Glomark,Tissues,1,680,Grocery
1/25/2023,Glomark,Tweezers,1,150,Grocery
8/11/2022,Glomark,Facial hair remover,1,960,Grocery
8/8/2022,Glomark,Face mask,1,160,Grocery
11/12/2022,Glomark,Face scrub,1,680,Grocery
6/12/2022,Glomark,Face moisturizer,1,230,Grocery
9/9/2022,Glomark,Face serum,1,210,Grocery
7/13/2022,Glomark,Face oil,1,1320,Grocery
6/14/2022,Glomark,Face toner,1,270,Grocery
1/20/2023,Glomark,Eye cream,1,710,Grocery
11/25/2022,Glomark,Lip scrub,1,320,Grocery
11/11/2022,Glomark,Lip balm,1,1270,Grocery
10/2/2022,Glomark,Lip gloss,1,460,Grocery
6/6/2022,Glomark,Lipstick,1,300,Grocery
11/21/2022,Glomark,Mascara,1,620,Grocery
11/20/2022,Glomark,Eyeliner,1,1430,Grocery
12/13/2022,Glomark,Eye shadow,1,1310,Grocery
6/13/2022,Glomark,Blush,1,510,Grocery
9/10/2022,Glomark,Bronzer,1,430,Grocery
12/3/2022,Glomark,Highlighter,1,770,Grocery
12/11/2022,Glomark,Makeup brushes,1,650,Grocery
7/30/2022,Glomark,Makeup sponge,1,980,Grocery
9/16/2022,Glomark,Makeup remover,1,1480,Grocery
12/18/2022,Glomark,Hair color kit,1,1440,Grocery
7/26/2022,Glomark,Hair dye,1,160,Grocery
9/17/2022,Glomark,Hair bleach,1,190,Grocery
6/26/2022,Glomark,Hair color brush,1,410,Grocery
1/7/2023,Glomark,Hair color bowl,1,260,Grocery
6/18/2022,Glomark,Hair color gloves,1,200,Grocery
12/9/2022,Glomark,Hair color cap,1,130,Grocery
9/16/2022,Glomark,Hair color clips,1,1330,Grocery
7/4/2022,Glomark,Hair color shampoo,1,230,Grocery
8/5/2022,Glomark,Hair color conditioner,1,810,Grocery
12/13/2022,Glomark,Hair color developer,1,1410,Grocery
